,X,y
34417,1848,
34418,1848,
34419,1848,
34420,1874,
34421,the 20th century,
34422,the late 19th century,
34423,1888,
34424,between 1890 and 1910,
34425,the late 1960s,
34426,1970s,
34427,the late 19th century,
34428,the mid-19th century,
34429,the short 20th century,
34430,1942,
34431,Between 1940 and 1945,
34432,the beginning of the war,
34433,the 1960s,
34434,the 1990s,
34435,Holocaust-era,
34436,2002,
34437,1945,
34438,1968,
34439,1988,
34440,1959,
34441,1963,
34442,1979,
34443,2002,
34444,decades,
34445,1986,
34446,1971,
34447,1981,
34448,1990,
34449,1995,
34450,2005,
34451,February 2014,
34452,2022,
34453,1332,
34454,1351,
34455,1352,
34456,1353,
34457,1501,
34458,1513,
34459,1999,
34460,2009,
34461,1952,
34462,2016,
34463,2013,
34464,2000,
34465,1897,
34466,2003,
34467,3-908102-61-8,
34468,2003,
34469,1750–1848,
34470,2011,
34471,1985,
34472,2019,
34473,1922,
34474,1975,
34475,1847,
34476,1993,
34477,2007,
34478,1832,
34479,24 October 1945,
34480,April 1946,
34481,21 February 1958,
34482,1961,
34483,1963,
34484,1970,
34485,23 August 1993,
34486,about two years old,
34487,"200,000 to 40,000 years ago",
34488,1975,
34489,the third millennium,
34490,2330,
34491,a few centuries later,
34492,the early second,
34493,as early as the 24th century,
34494,the 22nd and 18th centuries,
34495,between the 15th and 13th centuries,
34496,the late 11th century,
34497,the 10th century,
34498,the next three centuries,
34499,the late 7th century,
34500,almost 75 years,
34501,today,
34502,2nd centuries,
34503,many centuries later,
34504,the 19th century,
34505,the 2nd and 3rd centuries,
34506,the second century AD,
34507,the third century,
34508,the Severan dynasty,
34509,the Emesan dynasty,
34510,the Severan dynasty,
34511,4 years,
34512,13 years,
34513,modern-day,
34514,the 3rd century,
34515,Years later,
34516,the mid-7th century,
34517,this era,
34518,the mid-8th century,
34519,the 11th century,
34520,1154,
34521,the Burid dynasty,
34522,the 12th–13th centuries,
34523,1098–1268,
34524,1260,
34525,1400,
34526,the end of the 15th century,
34527,1516,
34528,1516,
34529,1516,
34530,1549,
34531,1579,
34532,1586,
34533,1864,
34534,1916,
34535,October 1918,
34536,1920.The,
34537,the 20th century,
34538,between 1914 and 1920,
34539,the early 1930s,
34540,1941,
34541,October 1921,
34542,1926,
34543,the 1920s,
34544,1919,
34545,March 1920,
34546,only a few months,
34547,Later that year,
34548,1925,
34549,1927,
34550,1937,
34551,1928,
34552,September 1936,
34553,1940,
34554,July 1941,
34555,1941,
34556,1 January 1944,
34557,1945,
34558,May 1945,
34559,1 June,
34560,April 1946,
34561,17 April 1946,
34562,the late 1960s,
34563,Between 1946 and 1956,
34564,1948,
34565,July 1949,
34566,March 1949,
34567,1948,
34568,1949,
34569,February 1954,
34570,1947,
34571,1955,
34572,1958,
34573,November 1956,
34574,1 February 1958,
34575,28 September 1961,
34576,Two days later,
34577,the 1960s,
34578,8 March 1963,
34579,1966,
34580,1976,
34581,1970,
34582,13 November 1970,
34583,March 1971,
34584,the same month,
34585,7-year,
34586,March 1972,
34587,March 1973,
34588,1962,
34589,1973,
34590,6 October 1973,
34591,1967,
34592,1975,
34593,1976,
34594,thirty-year,
34595,this day,
34596,1981,
34597,The following year,
34598,1983,
34599,1987,
34600,1990,
34601,2005,
34602,26 April 2005,
34603,1994,
34604,the late 1970s,
34605,1980,
34606,September 1980,
34607,February 1982,
34608,1990,
34609,October 1991,
34610,1990s,
34611,March 2000.In 1994,
34612,1998,
34613,2000,
34614,2000,
34615,10 June 2000,
34616,30 years,
34617,10 July 2000,
34618,the summer of 2000,
34619,November 2000,
34620,May 2001,
34621,the autumn of 2001,
34622,the following decade,
34623,today,
34624,2002,
34625,2003,
34626,October 2003,
34627,January 2004,
34628,the end of decades,
34629,2011,
34630,May 2004,
34631,early 2005,
34632,April,
34633,2004,
34634,Friday,
34635,12 March 2004,
34636,the weekend,
34637,October 2005,
34638,2007,
34639,only weeks,
34640,the years,
34641,2006,
34642,nearly a quarter century,
34643,March 2007,
34644,The following month,
34645,two years,
34646,September 2007,
34647,2008 March,
34648,2008,
34649,July 2008,
34650,2005,
34651,April 2008,
34652,a year,
34653,May 2008,
34654,2008,
34655,several years,
34656,three-year,
34657,2010,
34658,five-year,
34659,May 2010,
34660,2011,
34661,2011,
34662,March 2011,
34663,days,
34664,the following months,
34665,April,
34666,48-year-old,
34667,May,
34668,June,
34669,July 2011,
34670,September 2011,
34671,December 2011,
34672,January 2012,
34673,December 2011,
34674,2012,
34675,March 2012,
34676,May,
34677,the first six months alone,
34678,the first six months,
34679,the first year,
34680,June 2012,
34681,August 2012,
34682,October 2012,
34683,October,
34684,November 2012,
34685,December 2012,
34686,decades,
34687,20 December 2012,
34688,21 August 2013,
34689,22 December 2016,
34690,1911,
34691,1955,
34692,2002,
34693,0-415-28568-2,
34694,1920,
34695,the 1790s,
34696,the 1830s,
34697,today,
34698,the Middle Ages,
34699,1774,
34700,1790,
34701,1794,
34702,1880,
34703,about 1726,
34704,1809,
34705,1804,
34706,1816,
34707,1838,
34708,9 April 1839,
34709,2 September 1837,
34710,6 January 1838,
34711,24 May 1844,
34712,1851,
34713,100 years,
34714,1851,
34715,1857,
34716,1858,
34717,a few days,
34718,weeks,
34719,five years,
34720,27 July 1866,
34721,the 1870s,
34722,1878,
34723,1879,
34724,the mid-1880s,
34725,"January 25, 1915",
34726,"January 7, 1927",
34727,"September 25, 1956",
34728,1880,
34729,several decades,
34730,1956,
34731,only six years,
34732,several years,
34733,1894,
34734,December 1901,
34735,1909,
34736,1900,
34737,1894–1896,
34738,1901.In 1924,
34739,1925,
34740,1926,
34741,1927,
34742,1931,
34743,1928,
34744,"March 25, 1925",
34745,October 1925,
34746,26 January 1926,
34747,September 30,
34748,the twentieth century,
34749,"September 7, 1927",
34750,1934,
34751,mid-century,
34752,1950,
34753,the end of the 20th century,
34754,the end of the 20th century,
34755,the late 1870s,
34756,nearly a half century,
34757,the latter half of the 1920s,
34758,late 20th century,
34759,the late 20th century,
34760,1958,
34761,Christmas,
34762,1960,
34763,1960,
34764,these days,
34765,"July 10, 1962",
34766,"December 13, 1962",
34767,November 22,
34768,the late 20th century,
34769,1979,
34770,the 1990s,
34771,"October 29, 2001",
34772,"September 11, 1940",
34773,the 1950s,
34774,the 1960s,
34775,"December 5, 1969",
34776,1981,
34777,June 1973,
34778,"April 7, 1969",
34779,today,
34780,December 1974,
34781,September 1981,
34782,today,
34783,28 August 1980,
34784,August 1982,
34785,May 1996,
34786,1945,
34787,the 1970s,
34788,"October 29, 1974",
34789,July 1976,
34790,late in the century,
34791,the early 1970s,
34792,1974,
34793,the late 1970s,
34794,1980,
34795,the 1990s,
34796,the 1990s,
34797,1969,
34798,1976,
34799,1977,
34800,the late 1980s,
34801,the 1990s,
34802,every 18 months,
34803,6th century,
34804,5th century,
34805,4th century,
34806,15th century,
34807,1672,
34808,1790,
34809,1867,
34810,1877,
34811,1900,
34812,1838,
34813,1830s,
34814,1858,
34815,1876,
34816,1880,
34817,1896,
34818,the next decades,
34819,1914,
34820,1927,
34821,1927,
34822,1930,
34823,1934,
34824,1936,
34825,1947,
34826,1950,
34827,1956,
34828,1962,
34829,1964,
34830,1965,
34831,1969,
34832,1973,
34833,1974,
34834,1979,
34835,1981,
34836,1982,
34837,1998,
34838,2003,
34839,2013,
34840,2011,
34841,2007,
34842,2011,
34843,2011,
34844,2010,
34845,2008,
34846,2011-09-30,
34847,a period of centuries,
34848,modern-day,
34849,modern-day,
34850,1455,
34851,1511,
34852,A century later,
34853,15 August 1612,
34854,the end of the 19th century,
34855,the 19th,
34856,early 20th centuries,
34857,1932,
34858,sixty years,
34859,thousands of years,
34860,"roughly 1,000,000–500,000 years ago",
34861,"40,000 years ago",
34862,present-day,
34863,"around 2,000 years",
34864,"3,000 years",
34865,the first century,
34866,the fourth century,
34867,the 13th century,
34868,around the first century,
34869,the first millennium,
34870,the seventh century to the tenth century,
34871,the early 20th century,
34872,around the tenth century,
34873,Around the tenth century,
34874,a century,
34875,second-century,
34876,the sixth century,
34877,the 11th century,
34878,10th century,
34879,1108,
34880,the 11th century,
34881,1293,
34882,today,
34883,Around 700 AD,
34884,2014,
34885,the eighth–10th centuries,
34886,four years,
34887,the 1040s,
34888,fifty seven days,
34889,three bloody centuries,
34890,about 500 years,
34891,1100,
34892,1238,
34893,1365,
34894,1558,
34895,the late-18th century,
34896,the early 20th century,
34897,1351–1767,
34898,late in the 19th century,
34899,1511,
34900,the 16th century,
34901,the middle of the 16th century,
34902,1564,
34903,1568,
34904,1569,
34905,1581,
34906,1584,
34907,1593,
34908,1594–1605,
34909,1595,
34910,1602,
34911,1600,
34912,present-day,
34913,the 18th century,
34914,the 18th century,
34915,the 1750s,
34916,1760s,
34917,1767,
34918,several months,
34919,ten days later,
34920,more than 400 years,
34921,1767,
34922,a year,
34923,1767,
34924,1766,
34925,1768,
34926,Wednesday,
34927,10 April 1782,
34928,1782,
34929,the same year,
34930,1826,
34931,1833,
34932,the 1790s,
34933,the new dynasty,
34934,today,
34935,1785,
34936,1786,
34937,1805,
34938,the beginning of the twentieth century,
34939,the 1840s,
34940,1821,
34941,the following year,
34942,1825,
34943,1827,
34944,1851,
34945,(1851–1910,
34946,26 years,
34947,the 1880s,
34948,decades,
34949,early as 1855,
34950,the following years,
34951,1862,
34952,1869,
34953,1868,
34954,1873,
34955,1885,
34956,13 July 1893,
34957,the same year,
34958,1887,
34959,1896,
34960,8 April 1904,
34961,1909,
34962,1904,
34963,1907,
34964,1909,
34965,1910,
34966,today,
34967,1910,
34968,another 20 years,
34969,October 1910,
34970,1917,
34971,14-year-olds,
34972,1911,
34973,1912,
34974,1917,
34975,19th-century,
34976,1920,
34977,1925,
34978,1919,
34979,1925,
34980,only 44,
34981,1925–1926,
34982,a period of,
34983,five years,
34984,Early years,
34985,24 June 1932,
34986,10 December of the year,
34987,the same day,
34988,January 1933,
34989,April,
34990,June 1933,
34991,1933,
34992,October 1933,
34993,nine-year-old,
34994,September 1938,
34995,1940,
34996,1941,
34997,1942,
34998,1939,
34999,8 December 1941,
35000,December 1941,
35001,The following month,
35002,the same day,
35003,10 May 1942,
35004,27 May,
35005,June,
35006,1942,
35007,1945,
35008,six-year,
35009,1946,
35010,1945,
35011,September,
35012,March 1946,
35013,early September,
35014,late 1945,
35015,the post-war years,
35016,1946,
35017,1 January 1946,
35018,3 April,
35019,January 1946,
35020,March 1946,
35021,1946,
35022,1941,
35023,December 1945,
35024,June 1946,
35025,today,
35026,August,
35027,November 1947,
35028,1945,
35029,April 1948,
35030,"1948, 1949",
35031,1951,
35032,1951,
35033,1987,
35034,1955,
35035,17 September 1957,
35036,1958,
35037,1963,
35038,1954,
35039,1961,
35040,the postwar period,
35041,1999,
35042,between 28 February 1961,
35043,7 May 1975,
35044,1973,
35045,Between 1962 and 1965,
35046,eight-month,
35047,the first half of 1965,
35048,Between 1961 and 1965,
35049,the summer of 1965,
35050,The second half of 1965,
35051,November 1965,
35052,1966,
35053,14 January 1966,
35054,1983,
35055,the late 1960s,
35056,1965,
35057,the end of the 20th century,
35058,1945,
35059,1970,
35060,the 1960s,
35061,the early 1970s,
35062,1972,
35063,1973,
35064,1968,
35065,the early 1970s,
35066,June 1973,
35067,October,
35068,13 October,
35069,the next day,
35070,14 October,
35071,1973,
35072,6 October 1976,
35073,The post-1973 years,
35074,1973,
35075,6 October 1976 Massacre,
35076,the 1980s,
35077,1991,
35078,two years,
35079,2001,
35080,2001,
35081,mid-2005,
35082,19 September 2006,
35083,the bloodless September 2006,
35084,23 December 2007,
35085,2006,
35086,19 September 2006,
35087,1 October 2006,
35088,24 August 2007,
35089,January 2007,
35090,July 2007,
35091,19 August,
35092,23 December 2007,
35093,September 2008,
35094,October 2008,
35095,2 December 2008,
35096,June 2010,
35097,2001,
35098,17 December 2008,
35099,April 2009,
35100,About a year later,
35101,10 April 2010,
35102,several weeks,
35103,3 July 2011,
35104,late 2013,
35105,2010,
35106,9 December 2013,
35107,2 February 2014,
35108,9 December,
35109,February 2014,
35110,February 2014,
35111,22 December 2013,
35112,7 May 2014,
35113,21 August 2014,
35114,2014,
35115,20 May 2014,
35116,22 May,
35117,the same day,
35118,21 August 2014,
35119,1 April 2015,
35120,the 83 years,
35121,1932,
35122,2011,
35123,2014,
35124,the 1930s,
35125,2014 - 2019,
35126,2015,
35127,2014,
35128,7 August 2016,
35129,2016,
35130,13 October 2016,
35131,the age of 89,
35132,the fiftieth day,
35133,April 2017,
35134,May 2017,
35135,2014.In June 2019,
35136,March 24,
35137,February 2020,
35138,September 2022,
35139,eight years,
35140,April 2017,
35141,2014,
35142,1987,
35143,2000,
35144,"3,000 years",
35145,the 19th century,
35146,the 1st century,
35147,the 1st century,
35148,300 - 1100,
35149,the Tang dynasty,
35150,the Song dynasty,
35151,the Tang dynasty,
35152,the 8th century,
35153,the 9th century,
35154,1150,
35155,1157,
35156,the 13th - 14th centuries,
35157,1324,
35158,1325 - 1354,
35159,1405 - 1433,
35160,1426-1521,
35161,the second half of the 15th century,
35162,between the 15th and 17th centuries,
35163,1491,
35164,1492,
35165,1460,
35166,1526,
35167,1487,
35168,1497-99,
35169,the 1530s,
35170,the late 1500s,
35171,annually,
35172,1565 - 1815,
35173,1592,
35174,April 1595,
35175,1598,
35176,one year later,
35177,1602,
35178,1685,
35179,1639,
35180,The 17th century,
35181,the late 18th century,
35182,1799,
35183,the early years of the 19th century,
35184,1815,
35185,1833,
35186,1846,
35187,1860,
35188,1868,
35189,1873,
35190,1946,
35191,1944,
35192,1947,
35193,1951,
35194,1957,
35195,1960,
35196,January 1968,
35197,July 1968,
35198,January 1970,
35199,October 1970,
35200,1971,
35201,16 October 1973,
35202,the next day,
35203,1974,
35204,1 November 1993,
35205,1 January 1994,
35206,1 January 1994,
35207,November 2018,
35208,1 January 1995,
35209,1 January 2002,
35210,2008-2009,
35211,2013,
35212,2014,
35213,2016,
35214,January 2020,
35215,30 October 2016,
35216,30 December 2018,
35217,1 February 2019,
35218,1 January 2021,
35219,1 January 2022,
35220,1886,
35221,1908,
35222,the early 20th century,
35223,1902,
35224,nearly 500 years,
35225,the 1760s,
35226,1807,
35227,1802,
35228,1802,
35229,1803,
35230,1833,
35231,the 1820s,
35232,1812,
35233,the year 1814–1826,
35234,1881,
35235,1830,
35236,the next 100 years,
35237,1825,
35238,1830,
35239,1870,
35240,1879,
35241,the late 19th century,
35242,1881,
35243,1883,
35244,1892,
35245,the late 19th century to the early 20th century,
35246,the end of the,
35247,1914,
35248,1923,
35249,1947,
35250,years ago,
35251,the 13th century,
35252,the early 15th century,
35253,the late 15th century,
35254,the Sui Dynasty's,
35255,7th-century,
35256,the Zhou Dynasty,
35257,the end of the imperial,
35258,1459,
35259,1665,
35260,1681,
35261,the year 1691,
35262,centuries,
35263,today,
35264,the 17th and 18th century,
35265,the first half of the 19th century,
35266,several mid-century,
35267,1783,
35268,17 December 1903,
35269,the beginning of the 21st century,
35270,April 2001,
35271,October 2003,
35272,the 21st century,
35273,September 11,
35274,2010,
35275,1919,
35276,1961,
35277,"May 5, 1961",
35278,1967,
35279,1971 to 1991,
35280,1969,
35281,The thirteenth century,
35282,1761,
35283,1984,
35284,1977,
35285,2014,
35286,our days,
35287,the second century,
35288,the 1920s,
35289,the middle of the 1st,
35290,the second century,
35291,the 6th century,
35292,the 5th century,
35293,the early 4th century,
35294,the end of the 4th century,
35295,the late 6th century,
35296,the 5th century,
35297,the mid-1st century,
35298,the early centuries AD,
35299,today,
35300,the Late Middle Ages,
35301,7th century AD,
35302,two more centuries,
35303,the 7th century,
35304,1453,
35305,eight years later,
35306,1461,
35307,1475,
35308,the 6th century,
35309,the 5th century AD,
35310,the 6th century,
35311,400 years,
35312,the end of the century,
35313,1016-1063,
35314,1037,
35315,1326,
35316,1361,
35317,1453,
35318,the 15th,
35319,16th and 17th centuries,
35320,the 16th and 17th centuries,
35321,1488,
35322,1699,
35323,the 19th,
35324,early 20th centuries,
35325,the early 20th century,
35326,"October 30, 1918",
35327,"August 10, 1920",
35328,"September 18, 1922",
35329,November 1,
35330,623 years,
35331,"October 29, 1923",
35332,1934,
35333,October 1939,
35334,1941,
35335,1942,
35336,"November, 1943",
35337,August 1944,
35338,February 1945,
35339,1947,
35340,1952,
35341,a decade,
35342,July 1974,
35343,1974,
35344,Nine years later,
35345,1945,
35346,1960,
35347,1971,
35348,1980,
35349,1984,
35350,today,
35351,the 1980s,
35352,August 2014,
